Mu1_PT Mu2_PT Mu1_P Mu2_P tot_PT VTXCHI2 ISO MASS
214.80284423265968 297.25756881106486 1.0543271378952739 15.828193657414507 4473.922597899968 14.40195117726502 0.3044467270374298 4.108929367139053
600.94186466224 115.32573348388333 11.12976304879152 0.988608409014188 4473.922597899968 6.524695382764443 0.4091949462890625 4.555154462441389
124.57586230887652 158.65382942713157 2.113216109373849 2.5204018648509927 4425.4996869619135 10.217254874992994 -0.07421196252107619 4.917955331490472
174.52824055396363 158.65382942713157 1.4334124982163712 2.5204018648509927 4425.4996869619135 10.4783411693466 -0.07421196252107619 4.349264419502128
260.4866886293361 319.6871272477727 2.3021962888653595 3.692895320167093 2526.8043603927867 8.668981074463154 -0.3164568543434143 5.649852603445056
130.20797519184924 140.23139127238454 0.15423366294463395 0.7203509247429194 2499.779164166307 19.821033601955246 0.02593987062573433 5.513082126695791
271.6385882877576 310.32203005893774 28.60775394629364 2.3770852614574 5366.9505463065325 11.626922865929139 0.3249147832393646 4.459586609169449
135.5281639798935 132.7088274615169 1.9110418841007508 7.095588853998533 3158.1654543262925 28.18168025371688 0.3519641160964966 4.8567480654249815
135.5281639798935 167.97689583220065 1.9110418841007508 0.41101486413172816 3158.1654543262925 19.029031235268707 0.3519641160964966 4.844504589539201
227.9092974918589 371.5724005847379 2.984888743738232 1.8228157419021327 3657.2760494799945 6.025313824148647 -0.09104090929031373 4.609929255609997
97.07811046581179 166.98525400259095 4.081892822265608 8.70325592966145 3082.7933761768727 26.503119992961075 0.3519641160964966 5.003144688093455
588.7648754361583 241.7513143472399 107.73333673143352 7.894240647117351 3082.7933761768727 5.713200943763731 0.21504259109497073 5.355029630846983
161.9847933315959 126.1799978419118 1.3176334748000935 0.6931134231096692 6103.022933964774 23.061026344177815 0.35793602466583246 5.541861041666307
492.48382898717864 573.3699490184324 7.992971274645501 1.1982763240467291 4368.359945116702 11.773779346280293 0.3439331352710724 4.810055897682609
221.63176765438823 143.17058560158677 0.8653242602678125 0.29529434225121 3157.578308213432 13.419173955724464 -0.18255007266998288 4.3188629403009955
161.6134416380125 405.1278068192883 0.23145284287795112 16.12078577662478 2604.174612655611 4.606946551303244 0.2923278510570526 5.654423296321139
233.36276942897453 405.1278068192883 5.270767236907683 16.12078577662478 2604.174612655611 11.51502344136454 0.2923278510570526 4.981641459786639
334.8780927677984 405.1278068192883 0.14627536300002847 16.12078577662478 2604.174612655611 8.124857026466518 0.2923278510570526 4.862775395687594
161.6134416380125 165.01193886395356 0.23145284287795112 0.129283376458732 2604.174612655611 3.9030919225543266 0.2923278510570526 4.928637457733121
233.36276942897453 165.01193886395356 5.270767236907683 0.129283376458732 2604.174612655611 10.224047308219456 0.2923278510570526 4.50418841272695
334.8780927677984 165.01193886395356 0.14627536300002847 0.129283376458732 2604.174612655611 7.031472050241697 0.3256886601448059 5.825363579363482
86.31708319814005 139.36792929519075 0.4167733198824868 1.0881132526519939 3766.0253603500873 18.22405050534784 0.09478802233934401 4.117263244193355
241.44571057981815 117.81272465253043 12.424071210146824 0.04994261603212583 3929.2400540053536 12.23480936397012 0.07435254752635956 4.753543653718969
111.67644029235944 117.81272465253043 1.4430801255316448 0.04994261603212583 3929.2400540053536 19.376131519192995 0.07435254752635956 4.389978049457305
329.1011853021532 249.5992358978872 0.6602036018179911 0.34791127236818764 5891.647574541436 10.46229083448909 0.22850266098976132 4.524156783806295
196.37035926956307 364.4007431784785 11.717270495531308 2.3784688476456646 2831.3725262670755 23.942005841740166 0.13746856153011322 4.772083922254753
191.6376305819504 195.3497935912788 0.061652786115700554 2.195709437573703 2831.3725262670755 14.631090840929184 0.1827952265739441 5.001178024333878
196.37035926956307 195.3497935912788 11.717270495531308 2.195709437573703 2831.3725262670755 11.461611530164191 0.13746856153011322 5.545514915963356
69.00736528889331 265.0274109564523 7.574050754366161 0.5765487779926167 3238.3061243804605 15.759166477029371 0.0023772518616169687 4.12934417852088
394.1055085727669 265.0274109564523 0.6284507355938069 0.5765487779926167 3238.3061243804605 5.8830533452571165 0.0023772518616169687 5.943585351208185
200.47035775426156 265.0274109564523 0.591250414094802 0.5765487779926167 3238.3061243804605 3.014593145340335 0.0023772518616169687 4.77939757368296
441.2703179592916 265.0274109564523 6.433678347253809 0.5765487779926167 3238.3061243804605 12.801872313209785 0.0023772518616169687 4.098522262522834
394.1055085727669 408.2461623758035 0.6284507355938069 0.866366429514831 3238.3061243804605 4.632767672379558 -0.046748988330364234 5.85699911448091
200.47035775426156 408.2461623758035 0.591250414094802 0.866366429514831 3238.3061243804605 1.71176136800058 -0.05756640061736106 5.423591821287058
441.2703179592916 408.2461623758035 6.433678347253809 0.866366429514831 3238.3061243804605 11.730509267059611 -0.05756640061736106 5.040413552206146
200.47035775426156 220.05555967733116 0.591250414094802 1.0615987413500072 3238.3061243804605 10.092314698584264 0.0023772518616169687 5.452540226903998
441.2703179592916 220.05555967733116 6.433678347253809 1.0615987413500072 3238.3061243804605 19.173136553335468 0.0023772518616169687 5.470423906774818
200.47035775426156 356.9522543285923 0.591250414094802 0.20872293593725447 3238.3061243804605 9.190438010337072 0.0023772518616169687 5.906390037465323
441.2703179592916 356.9522543285923 6.433678347253809 0.20872293593725447 3238.3061243804605 18.790251157018584 0.0023772518616169687 5.943006065234387
69.00736528889331 110.79804160565276 7.574050754366161 2.5043562627111324 3238.3061243804605 16.082626622385284 0.0023772518616169687 4.761078310554651
394.1055085727669 110.79804160565276 0.6284507355938069 2.5043562627111324 3238.3061243804605 6.927388289303586 0.0023772518616169687 5.66143610775637
200.47035775426156 110.79804160565276 0.591250414094802 2.5043562627111324 3238.3061243804605 4.044294774184678 0.0023772518616169687 4.188485805988559
441.2703179592916 110.79804160565276 6.433678347253809 2.5043562627111324 3238.3061243804605 13.970451460122865 0.0023772518616169687 5.8561384608198805
118.65991802099592 644.1603139567329 2.1584283916848435 46.78072897272033 5038.478085027263 12.545949117386652 0.2663014829158783 4.026084145004869
160.59304436957163 245.96117796457008 5.145841695084668 1.2415106680201575 4986.163515690195 11.097677420019174 0.17670397460460663 5.631410524943901
155.95803748266823 177.73882108138267 7.285940205132109 0.14141542735116777 5229.537752124943 29.713829419558788 0.3256886601448059 5.544196591765761
306.94473655746367 485.0948846415311 1.0414916950382564 0.8088513825114113 5288.400071269192 3.4880035760872885 0.17413504421710968 5.211111080741944
356.47706916990666 106.19451938092324 1.881877074654121 5.246309830657129 5288.400071269192 11.749471286849788 0.2122802585363388 4.759668187728012
306.94473655746367 106.19451938092324 1.0414916950382564 5.246309830657129 5288.400071269192 13.557566410852107 0.09062876552343369 5.501669486074615
273.2356579819307 95.77846129446793 3.251731478324904 0.14504011433247907 3014.8325647869733 16.87539083625343 0.3713961243629456 4.917385170009737
273.2356579819307 276.2983511259558 3.251731478324904 0.08747952120843187 3014.8325647869733 13.223389837918738 0.3713961243629456 5.587346423170323
93.71776053726515 84.37910539583778 1.1136529201626983 3.3495629838764733 2744.285517980956 21.254291071162537 0.535108208656311 4.019402816496047
99.5310293132417 84.37910539583778 0.06506387440677644 3.3495629838764733 2744.285517980956 19.663803295948686 0.535108208656311 5.504376815516275
100.44973814989088 84.37910539583778 0.007473123316039062 3.3495629838764733 2744.285517980956 25.525644276735186 0.535108208656311 4.648766434483915
